ACADEMIC_PERIOD,MAJOR_CODE,SUBJECT,COURSE_NUMBER,SEQ_NUMBER,CRN,COURSE_TITLE,CREDIT_HRS,COURSE_CREDIT_RANGE,CREDIT_HR_SESSION,MEET_DAYS,BEGIN_TIME,END_TIME,CLASS_TIME,BLDG_CODE,ROOM_CODE,INSTRUCTOR1,INSTRUCTOR2,INSTRUCTOR3,COURSE_NOTES,COURSE_ATTRIBUTES,MAX_ENROLL,CURR_ENROLL,SEATS_REMAINING
201601,ENV,ENV,202,0,15322,Environmental Social Sciences,,1,1,  T  R  ,1505,1620,0305 - 0420pm,WALL,210,Bullock G,,,,SSRQ,30,0,30
201601,ENV,ENV,210,0,15935,REGISTER FOR CRN 15551,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,3068,Mangrum B,,,XLST,LTRQ,0,0,0
201601,ENG,ENV,210,0,15935,REGISTER FOR CRN 15551,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,3068,Mangrum B,,,XLST,LTRQ,0,0,0
201601,ENV,ENV,220,0,15988,Climate Systems,,1,1, M  W  F ,930,1020,0930 - 1020am,SLOAN,100,Backus D,,,,LBRQ,30,0,30
201601,ENV,ENV,301,0,16051,Intro Sustainable Food Farm,,1,1,  T  R  ,815,930,0815 - 0930am,WALL,210,Staff S,,,,,30,0,30
201601,ENV,ENV,302,0,16052,Intro Sustainable Food Macro,,1,1,  T  R  ,1340,1455,0140 - 0255pm,WALL,210,Staff S,,,,,30,0,30
201601,CHE,ENV,315,C,16149,REGISTER FOR CRN 16053,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WALL,235,Blauch D,,,"97,FEE1,XLST",LSCI NSRQ,0,0,0
201601,CHE,ENV,315,C,16149,REGISTER FOR CRN 16053,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,,,"97,FEE1,XLST",LSCI NSRQ,0,0,0
201601,ENV,ENV,315,C,16149,REGISTER FOR CRN 16053,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,,,"97,FEE1,XLST",LSCI NSRQ,0,0,0
201601,ENV,ENV,315,C,16149,REGISTER FOR CRN 16053,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WALL,235,Blauch D,,,"97,FEE1,XLST",LSCI NSRQ,0,0,0
201601,CHE,ENV,315,D,16150,REGISTER FOR CRN 16054,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,,,"97,FEE1,XLST",NSRQ,0,0,0
201601,ENV,ENV,315,D,16150,REGISTER FOR CRN 16054,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WALL,235,Blauch D,,,"97,FEE1,XLST",NSRQ,0,0,0
201601,ENV,ENV,315,D,16150,REGISTER FOR CRN 16054,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,,,"97,FEE1,XLST",NSRQ,0,0,0
201601,CHE,ENV,315,D,16150,REGISTER FOR CRN 16054,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WALL,235,Blauch D,,,"97,FEE1,XLST",NSRQ,0,0,0
201601,ENV,ENV,498,0,15608,Env Studies Capstone I,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2196,Hauser C,Merrill A,,4,,15,0,15
201601,ETH,ETH,236,0,16156,Ethics and Warfare,,1,1,  T  R  ,815,930,0815 - 0930am,CHAM,1027,Perry D,,,,PRRQ,30,0,30
201601,COM,FMS,321,0,16090,Interactive Digital Narratives,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1062,Sample M,,,,,30,0,30
201601,DIG,FMS,321,0,16090,Interactive Digital Narratives,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1062,Sample M,,,,,30,0,30
201601,FMS,FMS,321,0,16090,Interactive Digital Narratives,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1062,Sample M,,,,,30,0,30
201601,FRE,FRE,101,A,13424,Elementary French I,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3198,Slawy-Sutton C,,,"1+,XP",,12,0,12
201601,FRE,FRE,101,B,15265,Elementary French I,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,3198,Slawy-Sutton C,,,XP,,8,0,8
201601,FRE,FRE,101,C,15268,Elementary French I,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,3198,Slawy-Sutton C,,,"1+,XP",,12,0,12
201601,FRE,FRE,101,D,15269,Elementary French I,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,3198,Slawy-Sutton C,,,XP,,8,0,8
201601,FRE,FRE,102,0,13774,Elementary French II,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2084,Beschea F,,,XP,,18,0,18
201601,FRE,FRE,103,0,10772,Intensive Fre 1&2  (2 credits),,2,0,  T  R  ,940,1055,0940 - 1055am,OAK,S,Jacobus E,,,XP,,18,0,18
201601,FRE,FRE,103,0,10772,Intensive Fre 1&2  (2 credits),,2,2, M  W  F ,930,1020,0930 - 1020am,OAK,S,Jacobus E,,,XP,,18,0,18
201601,FRE,FRE,201,A,10288,Intermed Fre/HS Exposure,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2198,Kruger C,,,XP,FRLG,18,0,18
201601,FRE,FRE,201,B,10289,Intermed Fre/Davidson Exposure,,1,1, M  W  F ,1130,1220,1130 - 1220pm,SLOAN,100,Sainte-Claire L,,,XP,FRLG,18,0,18
201601,FRE,FRE,201,C,10290,Intermed Fre/Davidson Exposure,,1,1, M  W  F ,1230,1320,1230 - 0120pm,SLOAN,100,Sainte-Claire L,,,XP,FRLG,18,0,18
201601,FRE,FRE,212,0,15163,Oral Expression,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,2084,Beschea F,,,XP,FRLG,16,0,16
201601,FRE,FRE,223,0,14569,Intro Lit: Childhood & Youth,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,2198,Slawy-Sutton C,,,,LTRQ,18,0,18
201601,GSS,FRE,223,0,14569,Intro Lit: Childhood & Youth,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,2198,Slawy-Sutton C,,,,LTRQ,18,0,18
201601,LIT,FRE,223,0,14569,Intro Lit: Childhood & Youth,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,2198,Slawy-Sutton C,,,,LTRQ,18,0,18
201601,FRE,FRE,225,0,14025,Intro Lit: Rich and Poor,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2198,Kruger C,,,,LTRQ,18,0,18
201601,LIT,FRE,225,0,14025,Intro Lit: Rich and Poor,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2198,Kruger C,,,,LTRQ,18,0,18
201601,FRE,FRE,241,0,15782,"Poetry, Passion, Painting",,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,2198,Jacobus E,,,XLST,LTRQ,6,0,6
201601,FRE,FRE,260,0,10296,Contemporary France,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,2187,Fache C,,,,LBRQ,18,0,18
201601,FRE,FRE,295,0,10297,Indep Study for Non-Majors,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,FRE,FRE,341,0,14923,"Poetry, Passion & Painting",,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,2198,Jacobus E,,,XLST,LTRQ,14,0,14
201601,LIT,FRE,341,0,14923,"Poetry, Passion & Painting",,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,2198,Jacobus E,,,XLST,LTRQ,14,0,14
201601,FRE,FRE,364,0,16061,Paris Noir,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,2068,Fache C,,,,,20,0,20
201601,FRE,FRE,395,0,10305,Independent Study for Majors,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,FRE,FRE,490,0,10311,Senior Sem: Josephine Baker,,1,1,  T  R  ,1215,1320,1215 - 0120pm,CHAM,3196,Fache C,,,4,,14,0,14
201601,GER,GER,101,A,10312,Elementary German I,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,3209,Ellis R,,,XP,,20,0,20
201601,GER,GER,101,B,10313,Elementary German I,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,3209,Ellis R,,,XP,,20,0,20
201601,GER,GER,201,A,10316,Intermediate German,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,3209,McCarthy M,,,XP,FRLG,20,0,20
201601,GER,GER,201,B,15237,Intermediate German,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,3209,McCarthy M,,,XP,FRLG,20,0,20
201601,GER,GER,260,0,14926,Intro German Cultural Studies,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3209,Denham S,,,PRQ,FRLG LBRQ,20,0,20
201601,GER,GER,298,0,13886,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,FRLG,5,0,5
201601,GER,GER,341,0,15174,Borderline Europe (in transl),,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,3209,Ellis R,,,,,20,0,20
201601,GER,GER,398,0,14250,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,FRLG,5,0,5
201601,GER,GER,438,0,16066,Seminar: Berlin (in transl),,1,1, M     ,1330,1620,0130 - 0420pm,VAC,108,Denham S,,,XLST,HTRQ,16,0,16
201601,CLA,GRE,201,0,12360,Intermediate Greek,,1,1, M  W  F ,1130,1220,1130 - 1220pm,,,Toumazou M,,,,FRLG,20,0,20
201601,GRE,GRE,201,0,12360,Intermediate Greek,,1,1, M  W  F ,1130,1220,1130 - 1220pm,,,Toumazou M,,,,FRLG,20,0,20
201601,CLA,GRE,211,0,14884,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,LIT,GRE,211,0,14884,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,GRE,GRE,211,0,14884,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,LIT,GRE,311,0,14885,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,GRE,GRE,311,0,14885,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,CLA,GRE,311,0,14885,Homer,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,1015,Cheshire K,,,"PRQ,XLST",FRLG,10,0,10
201601,GSS,GSS,101,0,15511,Intro to Gender & Sexuality,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,1003,Gonzalez M,,,,LBRQ,30,0,30
201601,AFR,GSS,201,0,16091,Feminist & Queer Theories,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2130,Horowitz K,,,,LBRQ,20,0,20
201601,LIT,GSS,201,0,16091,Feminist & Queer Theories,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2130,Horowitz K,,,,LBRQ,20,0,20
201601,GSS,GSS,201,0,16091,Feminist & Queer Theories,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2130,Horowitz K,,,,LBRQ,20,0,20
201601,GSS,GSS,440,0,16092,Matters of Life & Death,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,B022,Horowitz K,,,234,,12,0,12
201601,GSS,GSS,498,0,15750,GSS Senior Capstone,,1,1, M     ,1330,1620,0130 - 0420pm,CHAM,2209,Fackler M,,,4,,12,0,12
201601,HIS,HIS,112,0,15060,Medieval Millennium 500-1500,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,3084,Kabala J,,,123,HTRQ,30,0,30
201601,HIS,HIS,119,0,14984,England to 1688,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,3084,Dietz V,,,123,HTRQ,30,0,30
201601,HIS,HIS,122,0,13548,Europe since 1789,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,3068,Tilburg P,,,123,HTRQ,30,0,30
201601,HIS,HIS,141,0,14576,American History to 1877,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,1027,Stremlau R,,,123,HTRQ,30,0,30
201601,HIS,HIS,142,0,13955,The United States since 1877,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3084,Wertheimer J,,,123,HTRQ,30,0,30
201601,HIS,HIS,169,0,16070,The Making of Modern Africa,,1,1,  T  R  ,815,930,0815 - 0930am,CUNN,109,Wiemers A,,,123,CULT HTRQ,30,0,30
201601,AFR,HIS,169,0,16070,The Making of Modern Africa,,1,1,  T  R  ,815,930,0815 - 0930am,CUNN,109,Wiemers A,,,123,CULT HTRQ,30,0,30
201601,HIS,HIS,176,0,14170,"The Middle East,1453-Present",,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,3084,Berkey J,,,123,CULT HTRQ,30,0,30
201601,EAS,HIS,183,0,13863,East Asian History to 1850,,1,1, M  W  F ,1430,1520,0230 - 0320pm,CHAM,3084,Mortensen D,,,123,CULT HTRQ,28,0,28
201601,HIS,HIS,183,0,13863,East Asian History to 1850,,1,1, M  W  F ,1430,1520,0230 - 0320pm,CHAM,3084,Mortensen D,,,123,CULT HTRQ,28,0,28
201601,HIS,HIS,242,0,16131,Origins of the Amer South,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,2198,Guasco M,,,123,HTRQ,20,0,20
201601,GSS,HIS,243,0,16071,Native Women,,1,1, M  W  F ,1530,1620,0330 - 0420pm,CHAM,2198,Stremlau R,,,123,CULT HTRQ,20,0,20
201601,HIS,HIS,243,0,16071,Native Women,,1,1, M  W  F ,1530,1620,0330 - 0420pm,CHAM,2198,Stremlau R,,,123,CULT HTRQ,20,0,20
201601,HIS,HIS,252,0,14408,The US from 1900 to 1945,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,3198,Wertheimer J,,,123,HTRQ,20,0,20
201601,MHU,HIS,267,0,15789,Health & Society in Africa,,1,1,  T    ,1340,1620,0140 - 0420pm,CUNN,109,Wiemers A,,,123,CULT HTRQ,20,0,20
201601,AFR,HIS,267,0,15789,Health & Society in Africa,,1,1,  T    ,1340,1620,0140 - 0420pm,CUNN,109,Wiemers A,,,123,CULT HTRQ,20,0,20
201601,HIS,HIS,267,0,15789,Health & Society in Africa,,1,1,  T    ,1340,1620,0140 - 0420pm,CUNN,109,Wiemers A,,,123,CULT HTRQ,20,0,20
201601,HIS,HIS,274,0,16158,Youth and Revolution,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1046,Mortensen D,,,"123,",CULT HTRQ,20,0,20
201601,AFR,HIS,302,0,13960,African-American Hist to 1877,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3084,Guasco M,,,,HTRQ,30,0,30
201601,HIS,HIS,302,0,13960,African-American Hist to 1877,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,3084,Guasco M,,,,HTRQ,30,0,30
201601,HIS,HIS,338,0,14797,REG FOR CRN 16066,,1,1, M     ,1330,1620,0130 - 0420pm,VAC,108,Denham S,,,XLST,HTRQ,0,0,0
201601,HIS,HIS,389,0,16159,"Women, Gender&Sexuality Japan",,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,1003,Mortensen D,,,,CULT HTRQ,30,0,30
201601,HIS,HIS,391,0,16072,Writing Historical Fiction,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2068,Wertheimer J,,,,HTRQ,30,0,30
201601,HIS,HIS,395,0,14494,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,HIS,HIS,422,0,15435,Gender in Early Modern Europe,,1,1,    R  ,1340,1620,0140 - 0420pm,CHAM,2196,Dietz V,,,34,,12,0,12
201601,GSS,HIS,422,0,15435,Gender in Early Modern Europe,,1,1,    R  ,1340,1620,0140 - 0420pm,CHAM,2196,Dietz V,,,34,,12,0,12
201601,HIS,HIS,480,A,13664,Senior Research Seminar,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,3155,Staff S,,,4,,22,0,22
201601,HIS,HIS,480,B,13665,Senior Research Seminar,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,1045,Dietz V,,,4,,0,0,0
201601,HIS,HIS,480,C,14186,Senior Research Seminar,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,1015,Wiemers A,,,4,,0,0,0
201601,HIS,HIS,488,0,10369,Kelley Honors Seminar,,1,1,   W   ,1330,1620,0130 - 0420pm,CHAM,2196,Tilburg P,,,"PRM,4",,10,0,10
201601,HUM,HUM,103,0,16160,Connections and Conflicts I,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,HANCE,Lerner N,,,"1,",,56,0,56
201601,WRI,HUM,103,0,16160,Connections and Conflicts I,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,HANCE,Lerner N,,,"1,",,56,0,56
201601,WRI,HUM,103,0,16160,Connections and Conflicts I,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,HANCE,Lerner N,,,"1,",,56,0,56
201601,HUM,HUM,103,0,16160,Connections and Conflicts I,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,HANCE,Lerner N,,,"1,",,56,0,56
201601,WRI,HUM,103,BE,16161,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,1015,Berkey J,,,"1,",,14,0,14
201601,HUM,HUM,103,BE,16161,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,1096,Berkey J,,,"1,",,14,0,14
201601,WRI,HUM,103,BE,16161,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,1096,Berkey J,,,"1,",,14,0,14
201601,HUM,HUM,103,BE,16161,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,1015,Berkey J,,,"1,",,14,0,14
201601,HUM,HUM,103,HI,16163,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,1045,Hillard V,,,"1,",,14,0,14
201601,HUM,HUM,103,HI,16163,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,1086,Hillard V,,,"1,",,14,0,14
201601,WRI,HUM,103,HI,16163,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,CHAM,1045,Hillard V,,,"1,",,14,0,14
201601,WRI,HUM,103,HI,16163,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CHAM,1086,Hillard V,,,"1,",,14,0,14
201601,HUM,HUM,103,LE,16164,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,SLOAN,B011,Lerner N,,,"1,",,14,0,14
201601,HUM,HUM,103,LE,16164,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,SLOAN,B011,Lerner N,,,"1,",,14,0,14
201601,WRI,HUM,103,LE,16164,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,SLOAN,B011,Lerner N,,,"1,",,14,0,14
201601,WRI,HUM,103,LE,16164,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,SLOAN,B011,Lerner N,,,"1,",,14,0,14
201601,HUM,HUM,103,WI,16165,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,EU,101,Wills A,,,"1,",,14,0,14
201601,WRI,HUM,103,WI,16165,REG FOR CRN 16160,,2,2, M  W  F ,930,1020,0930 - 1020am,EU,101,Wills A,,,"1,",,14,0,14
201601,HUM,HUM,103,WI,16165,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CUNN,111,Wills A,,,"1,",,14,0,14
201601,WRI,HUM,103,WI,16165,REG FOR CRN 16160,,2,0,    R  ,1505,1620,0305 - 0420pm,CUNN,111,Wills A,,,"1,",,14,0,14
201601,HIS,HUM,250,0,10854,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,HANCE,Lerner N,,,"23,PRQ",HUMA LBRQ,42,0,42
201601,HUM,HUM,250,0,10854,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,HANCE,Lerner N,,,"23,PRQ",HUMA LBRQ,42,0,42
201601,HUM,HUM,250,GR,14902,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3196,Griffith M,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,HIS,HUM,250,GR,14902,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3196,Griffith M,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,HUM,HUM,250,HE,14903,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2196,Henke B,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,HIS,HUM,250,HE,14903,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2196,Henke B,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,HIS,HUM,250,IN,10749,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CARO,224,Ingram R,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,HUM,HUM,250,IN,10749,W-Trad:Renaissance to 18th Cen,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CARO,224,Ingram R,,,"23,PRQ",HUMA LBRQ,14,0,14
201601,LAS,LAS,120,0,16136,Afro-Latin America,,1,1,  T  R  ,1215,1330,1215 - 0130pm,CHAM,2084,Benson D,,,XLST,CULT LBRQ,15,0,15
201601,LAS,LAS,230,0,16138,History of the Caribbean,,1,1,  T  R  ,1505,1620,0305 - 0420pm,CHAM,2084,Benson D,,,XLST,,15,0,15
201601,LAS,LAS,395,A,16005,Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,LAS,LAS,499,0,15957,Honors Independent Study,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,5,0,5
201601,CLA,LAT,101,0,12361,Elementary Latin I,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,1045,Cheshire K,,,,,20,0,20
201601,LAT,LAT,101,0,12361,Elementary Latin I,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,1045,Cheshire K,,,,,20,0,20
201601,CLA,LAT,201,A,12524,Intermediate Latin,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2187,Neumann J,,,PRQ,FRLG,20,0,20
201601,LAT,LAT,201,A,12524,Intermediate Latin,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,2187,Neumann J,,,PRQ,FRLG,20,0,20
201601,CLA,LAT,201,B,14743,Intermediate Latin,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2187,Neumann J,,,PRQ,FRLG,20,0,20
201601,LAT,LAT,201,B,14743,Intermediate Latin,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,2187,Neumann J,,,PRQ,FRLG,20,0,20
201601,LAT,LAT,221,0,15391,Roman Comedy,,1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,307,Neumann J,,,PRQ,FRLG LTRQ,15,0,15
201601,CLA,LAT,221,0,15391,Roman Comedy,,1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,307,Neumann J,,,PRQ,FRLG LTRQ,15,0,15
201601,LAT,LAT,321,0,15392,Roman Comedy,,1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,307,Neumann J,,,PRQ,FRLG LTRQ,15,0,15
201601,CLA,LAT,321,0,15392,Roman Comedy,,1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,307,Neumann J,,,PRQ,FRLG LTRQ,15,0,15
201601,LIT,LIT,372,0,16116,Nabokov & Global Literature,,1,1,   W   ,1330,1620,0130 - 0420pm,CUNN,109,Utkin R,,,XLST,CULT LTRQ,15,0,15
201601,MAT,MAT,108,0,15190,Mathematics & Politics,,1,1,  T  R  ,1340,1455,0140 - 0255pm,CHAM,2234,Mossinghoff M,,,,MQRQ,20,0,20
201601,MAT,MAT,110,0,10373,Finite Mathematics,,1,1, M  W  F ,1330,1420,0130 - 0220pm,CHAM,3068,Molinek D,,,,MQRQ,30,0,30
201601,MAT,MAT,111,0,15208,Calculus I - No Prev Exposure,,1,1, M  W  F ,930,1020,0930 - 1020am,CHAM,1062,Brandt A,,,,MQRQ,26,0,26
201601,MAT,MAT,112,A,15191,Calculus I and Modeling,,1,1, M  W  F ,830,920,0830 - 0920am,CHAM,1006,Bivens I,,,,MQRQ,26,0,26
201601,MAT,MAT,112,B,15192,Calculus I and Modeling,,1,1,  T  R  ,815,930,0815 - 0930am,CHAM,3106,Mossinghoff M,,,,MQRQ,26,0,26
201601,MAT,MAT,112,C,15193,Calculus I and Modeling,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,3106,Ash D,,,,MQRQ,26,0,26
201601,MAT,MAT,113,A,15194,Calculus II,,1,1, M  W  F ,930,1020,0930 - 1020am,CUNN,109,Chartier T,,,PRQ,MQRQ,26,0,26
201601,CHE,MAT,113,A,15194,Calculus II,,1,1, M  W  F ,930,1020,0930 - 1020am,CUNN,109,Chartier T,,,PRQ,MQRQ,26,0,26
201601,MAT,MAT,113,B,15195,Calculus II,,1,1, M  W  F ,1030,1120,1030 - 1120am,CUNN,109,Chartier T,,,PRQ,MQRQ,26,0,26
201601,CHE,MAT,113,B,15195,Calculus II,,1,1, M  W  F ,1030,1120,1030 - 1120am,CUNN,109,Chartier T,,,PRQ,MQRQ,26,0,26
201601,MAT,MAT,113,C,15196,Calculus II,,1,1,  T  R  ,815,930,0815 - 0930am,CHAM,2130,Davis S,,,PRQ,MQRQ,26,0,26
201601,CHE,MAT,113,C,15196,Calculus II,,1,1,  T  R  ,815,930,0815 - 0930am,CHAM,2130,Davis S,,,PRQ,MQRQ,26,0,26
201601,MAT,MAT,150,A,10388,Linear Algebra,,1,1, M  W  F ,1230,1320,1230 - 0120pm,CHAM,3234,Brandt A,,,PRQ,MQRQ,24,0,24
201601,MAT,MAT,150,A,10388,Linear Algebra,,1,0, M  W  F ,1230,1320,1230 - 0120pm,CHAM,LRC,Brandt A,,,PRQ,MQRQ,24,0,24
201601,MAT,MAT,150,B,14200,Linear Algebra,,1,1,  T  R  ,940,1055,0940 - 1055am,LIB,B110,Davis S,,,PRQ,MQRQ,24,0,24
201601,MAT,MAT,160,A,15197,Calculus III,,1,1,  T  R  ,815,930,0815 - 0930am,CHAM,2234,Yerger C,,,PRQ,MQRQ,26,0,26
201601,MAT,MAT,160,B,15342,Calculus III,,1,1,  T  R  ,940,1055,0940 - 1055am,CHAM,2234,Yerger C,,,PRQ,MQRQ,26,0,26
201601,MAT,MAT,220,0,16017,REGISTER FOR CRN 15944,,1,0, M  W  F ,1130,1220,1130 - 1220pm,LIB,B110,Peck T,,,"XLST,PRQ",MQRQ,0,0,0
201601,MAT,MAT,220,0,16017,REGISTER FOR CRN 15944,,1,1, M  W  F ,1130,1220,1130 - 1220pm,CHAM,1046,Peck T,,,"XLST,PRQ",MQRQ,0,0,0
201601,CSC,MAT,220,0,16017,REGISTER FOR CRN 15944,,1,0, M  W  F ,1130,1220,1130 - 1220pm,LIB,B110,Peck T,,,"XLST,PRQ",MQRQ,0,0,0
